id,id_inspecao,op,codigo,descricao,quantidade_programada,inspecao_completa,quantidade_nc,codigo_nc,observacao,codigo_item,descricao_item,destino,sem_fim,central,inspecoes,tensao
42,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Placa,placa,Nacional,,,0,
43,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Jumper,jumper,Nacional,,,0,
44,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Kit,kit,Nacional,,,0,
45,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Manual,manual,Nacional,,,0,
46,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
47,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
48,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,15,,Etiqueta externa com OP diferente da interna (OP de outro pedido),2007089,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
49,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Carcaça,carcaca,Nacional,,,0,
50,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
51,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafuso Lateral,parafuso_lateral,Nacional,,,0,
52,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Limpeza,limpeza,Nacional,,,0,
38,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Estator,estator,Nacional,,,0,
39,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Sem fim,sem_fim,Nacional,,,0,
40,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Engrenagem,engrenagem,Nacional,,,0,
41,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Capacitor,capacitor,Nacional,,,0,
42,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Placa,placa,Nacional,,,0,
43,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Encoder,encoder,Nacional,,,0,
44,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Kit,kit,Nacional,,,0,
45,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Tampa,tampa,Nacional,,,0,
46,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Módulo,modulo,Nacional,,,0,
47,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Manual,manual,Nacional,,,0,
48,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Cilindro,cilindro,Nacional,,,0,
49,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
50,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
51,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,1,,trocada,2006063,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
52,38,99197,2006063,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM CREMALHEIRA,10,False,0,,,2006063,Limpeza,limpeza,Nacional,,,0,
